"policy_id","policy_effective_year","month","underwriter","premium","coverage","irpm_value","loss_ratio","sales_manager","state","loss_ratio_category","irpm_status","action"
2040,"2011","Jan","David",15368,"building",0.67,2,"Odeneho","VA","loss ratio < 40%","has irpm","add credit"
6241,"2015","Aug","Kwasi",3681,"contents",1.86,18,"Odeneho","TX","loss ratio < 40%","has irpm","add credit"
5873,"2014","Jul","Adjoa",7274,"building",1.67,22,"Dedu","IL","loss ratio < 40%","has irpm","add credit"
8472,"2010","Sep","Priscilla",18807,"home",1.96,59,"Ayikple","IL","loss ratio>40%","has irpm","no action"
1634,"2014","Jun","Alex",25297,"auto",0.93,99,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
4784,"2013","Jul","Janice",12920,"auto",0.91,64,"Dedu","TX","loss ratio>40%","has irpm","no action"
3364,"2013","Nov","Ama",34964,"products",1.53,78,"Odeneho","NY","loss ratio>40%","has irpm","add debit"
788,"2012","Oct","Kwasi",39492,"auto",1.38,82,"Ayikple","WI","loss ratio>40%","has irpm","add debit"
1047,"2012","Dec","Adjoa",5973,"home",1.34,42,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
10122,"2013","Mar","Bella",48853,"home",1.94,71,"Dedu","SC","loss ratio>40%","has irpm","add debit"
4361,"2010","Nov","Kwabena",39878,"building",1.24,64,"Ayikple","FL","loss ratio>40%","has irpm","no action"
9020,"2010","Mar","Bella",45913,"auto",2,96,"Odeneho","NC","loss ratio>40%","has irpm","add debit"
3035,"2014","Apr","Bella",18256,"building",1.63,94,"Dedu","NC","loss ratio>40%","has irpm","add debit"
7788,"2011","Aug","Priscilla",45348,"home",1.21,14,"Dedu","WI","loss ratio < 40%","has irpm","add credit"
716,"2011","Apr","Aseda",34960,"home",0.94,96,"Dedu","WI","loss ratio>40%","has irpm","no action"
9603,"2011","Sep","Ekow",16653,"building",0.55,81,"Dedu","NY","loss ratio>40%","has irpm","no action"
1870,"2014","Mar","Ekow",34539,"contents",1.89,23,"Dedu","FL","loss ratio < 40%","has irpm","add credit"
2038,"2015","Jun","Mina",35001,"contents",1.05,3,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
1190,"2013","Jul","Abbie",33940,"contents",0.97,11,"Dedu","MN","loss ratio < 40%","has irpm","add credit"
215,"2013","Feb","Abena",5070,"products",1.77,7,"Dedu","TN","loss ratio < 40%","has irpm","add credit"
7745,"2010","Dec","Abbie",26506,"contents",0.96,49,"Ayikple","WI","loss ratio>40%","has irpm","no action"
860,"2014","Jun","Mina",28494,"home",1.39,87,"Ayikple","NC","loss ratio>40%","has irpm","add debit"
8180,"2012","Mar","Kwabena",44164,"building",1.5,37,"Odeneho","GA","loss ratio < 40%","has irpm","add credit"
5948,"2015","Jan","Ama",16326,"products",0.54,4,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
110,"2012","Apr","Janice",27760,"building",1.31,60,"Odeneho","WI","loss ratio>40%","has irpm","no action"
2765,"2015","Apr","Kwabena",10745,"auto",0.62,84,"Odeneho","FL","loss ratio>40%","has irpm","no action"
8792,"2014","Jul","Bella",38682,"auto",1.43,64,"Odeneho","IL","loss ratio>40%","has irpm","no action"
7168,"2013","Sep","Mina",21373,"building",0.66,27,"Odeneho","TN","loss ratio < 40%","has irpm","add credit"
2219,"2011","May","Janice",6994,"contents",1.36,70,"Ayikple","KY","loss ratio>40%","has irpm","add debit"
8091,"2011","Apr","Francis",6810,"building",0.95,46,"Ayikple","VA","loss ratio>40%","has irpm","no action"
4026,"2012","Sep","Priscilla",35407,"auto",1.29,87,"Dedu","GA","loss ratio>40%","has irpm","add debit"
8862,"2015","Jan","Ekow",6928,"building",0.77,9,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
3702,"2012","Feb","Francis",16213,"contents",2,60,"Odeneho","IL","loss ratio>40%","has irpm","no action"
5298,"2014","Jan","Francis",45326,"products",1.57,66,"Odeneho","GA","loss ratio>40%","has irpm","no action"
8666,"2015","Nov","Adjoa",32571,"building",2,16,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
8443,"2013","Dec","David",30429,"auto",1.74,95,"Odeneho","PA","loss ratio>40%","has irpm","add debit"
9961,"2010","Mar","Mina",19628,"contents",1.43,63,"Ayikple","MN","loss ratio>40%","has irpm","no action"
9494,"2015","May","Aseda",7242,"products",0.52,3,"Odeneho","FL","loss ratio < 40%","has irpm","add credit"
8273,"2013","Jun","Ekow",4718,"auto",1.47,29,"Odeneho","KY","loss ratio < 40%","has irpm","add credit"
1461,"2010","Jul","Priscilla",36640,"building",1.76,94,"Dedu","GA","loss ratio>40%","has irpm","add debit"
6130,"2011","Aug","Abbie",37362,"contents",1.53,82,"Ayikple","FL","loss ratio>40%","has irpm","add debit"
9758,"2012","Apr","Emefa",9930,"home",1.22,86,"Odeneho","GA","loss ratio>40%","has irpm","add debit"
1800,"2013","Jan","Bella",43951,"products",1.68,99,"Ayikple","GA","loss ratio>40%","has irpm","add debit"
5811,"2012","Mar","Francis",38649,"building",1.8,28,"Odeneho","FL","loss ratio < 40%","has irpm","add credit"
479,"2011","Sep","Dan",31783,"home",1.72,89,"Ayikple","NC","loss ratio>40%","has irpm","add debit"
188,"2011","Jan","Priscilla",27008,"home",0.88,3,"Dedu","SC","loss ratio < 40%","has irpm","add credit"
10191,"2010","Aug","David",26762,"home",0.72,50,"Odeneho","PA","loss ratio>40%","has irpm","no action"
6052,"2012","Feb","Kwabena",27402,"products",0.86,77,"Ayikple","MD","loss ratio>40%","has irpm","no action"
3232,"2015","Jul","Adjoa",33939,"auto",1.08,9,"Odeneho","FL","loss ratio < 40%","has irpm","add credit"
8623,"2011","Jan","Francis",14877,"products",0.94,67,"Odeneho","MN","loss ratio>40%","has irpm","no action"
1498,"2011","Mar","Francis",9685,"auto",1.91,17,"Dedu","TN","loss ratio < 40%","has irpm","add credit"
9127,"2014","Jan","David",33513,"auto",0.99,82,"Ayikple","TN","loss ratio>40%","has irpm","no action"
10289,"2015","Feb","Kwabena",40143,"auto",0.67,61,"Odeneho","TN","loss ratio>40%","has irpm","no action"
351,"2014","Mar","Kwasi",27020,"auto",1.12,7,"Odeneho","NC","loss ratio < 40%","has irpm","add credit"
7190,"2015","Jan","Ekow",46309,"products",0.77,85,"Ayikple","KY","loss ratio>40%","has irpm","no action"
7204,"2011","Feb","Ben",17811,"home",1.1,1,"Ayikple","TX","loss ratio < 40%","has irpm","add credit"
3722,"2012","Oct","Priscilla",15345,"home",0.72,14,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
9148,"2015","Aug","Kwasi",41940,"contents",0.5,83,"Dedu","WI","loss ratio>40%","has irpm","add credit"
7185,"2013","Oct","Ben",17080,"home",1.99,28,"Ayikple","WI","loss ratio < 40%","has irpm","add credit"
6076,"2015","Oct","Janice",9097,"building",1.01,57,"Ayikple","IL","loss ratio>40%","has irpm","no action"
10429,"2012","Dec","Priscilla",20320,"home",1.22,48,"Ayikple","VA","loss ratio>40%","has irpm","no action"
6048,"2012","Dec","Abena",37858,"building",1.58,72,"Ayikple","TN","loss ratio>40%","has irpm","add debit"
9525,"2015","Jan","Abena",2169,"building",1.38,91,"Ayikple","FL","loss ratio>40%","has irpm","add debit"
4764,"2015","Aug","Bella",39863,"home",0.81,75,"Odeneho","MN","loss ratio>40%","has irpm","no action"
4334,"2014","Sep","Adjoa",48706,"products",0.96,24,"Odeneho","NC","loss ratio < 40%","has irpm","add credit"
6740,"2014","Nov","Bella",33746,"building",1.98,56,"Odeneho","WI","loss ratio>40%","has irpm","no action"
4138,"2012","Jun","Janice",28841,"auto",1.62,43,"Odeneho","NY","loss ratio>40%","has irpm","no action"
2160,"2010","Jan","Aseda",3873,"products",1.85,61,"Dedu","NC","loss ratio>40%","has irpm","no action"
9541,"2011","Feb","Ben",11481,"home",0.75,70,"Dedu","NC","loss ratio>40%","has irpm","no action"
6015,"2010","Dec","Emefa",39011,"home",0.81,23,"Dedu","TX","loss ratio < 40%","has irpm","add credit"
3024,"2015","Feb","Ben",14922,"products",1.71,38,"Ayikple","NC","loss ratio < 40%","has irpm","add credit"
3459,"2011","Oct","Ama",36017,"auto",1.55,80,"Dedu","KY","loss ratio>40%","has irpm","add debit"
5472,"2014","Jun","Alex",23693,"building",1.19,6,"Dedu","KY","loss ratio < 40%","has irpm","add credit"
1796,"2012","Jun","Kwabena",43871,"products",1.7,77,"Dedu","GA","loss ratio>40%","has irpm","add debit"
5781,"2010","Dec","Mina",42868,"building",1.74,11,"Ayikple","GA","loss ratio < 40%","has irpm","add credit"
9368,"2015","Feb","Ama",13617,"home",0.5,41,"Dedu","NC","loss ratio>40%","has irpm","add credit"
2970,"2012","Apr","Abena",44402,"contents",1.71,27,"Odeneho","TN","loss ratio < 40%","has irpm","add credit"
8990,"2013","Sep","Ben",44390,"home",1.81,73,"Ayikple","SC","loss ratio>40%","has irpm","add debit"
505,"2011","Jan","Emefa",35936,"contents",0.95,86,"Dedu","VA","loss ratio>40%","has irpm","no action"
5763,"2010","Apr","Abena",36199,"home",1.07,29,"Ayikple","NJ","loss ratio < 40%","has irpm","add credit"
3456,"2014","Mar","Priscilla",31328,"auto",1.85,4,"Odeneho","VA","loss ratio < 40%","has irpm","add credit"
2171,"2010","Mar","Mina",38000,"home",0.68,35,"Ayikple","IL","loss ratio < 40%","has irpm","add credit"
4394,"2011","Aug","Mina",47549,"products",1.05,90,"Ayikple","GA","loss ratio>40%","has irpm","add debit"
9819,"2014","Jun","Janice",19600,"home",1.34,74,"Ayikple","PA","loss ratio>40%","has irpm","add debit"
4637,"2010","Oct","Ama",23491,"building",1.75,97,"Ayikple","TN","loss ratio>40%","has irpm","add debit"
6509,"2015","Jan","Emefa",45703,"products",0.66,5,"Odeneho","SC","loss ratio < 40%","has irpm","add credit"
4044,"2013","Aug","Francis",3551,"building",1.01,9,"Ayikple","GA","loss ratio < 40%","has irpm","add credit"
4533,"2014","Jul","Emefa",38126,"auto",1.93,21,"Odeneho","MN","loss ratio < 40%","has irpm","add credit"
8364,"2013","Feb","Dan",30133,"building",1.71,8,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
5659,"2015","Oct","Francis",14731,"building",1.15,89,"Dedu","KY","loss ratio>40%","has irpm","add debit"
7945,"2014","Aug","Ben",30896,"products",1.86,74,"Odeneho","FL","loss ratio>40%","has irpm","add debit"
2610,"2012","Aug","David",18850,"home",1.99,53,"Odeneho","NY","loss ratio>40%","has irpm","no action"
3465,"2011","Oct","David",22304,"auto",1.37,35,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
6364,"2010","Nov","Franca",24660,"building",1.64,84,"Odeneho","PA","loss ratio>40%","has irpm","add debit"
3293,"2010","Feb","Abena",45521,"contents",1.97,7,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
1486,"2011","Sep","Dan",23219,"building",1.92,72,"Dedu","MD","loss ratio>40%","has irpm","add debit"
4799,"2010","Jun","Emefa",22388,"building",1.47,66,"Dedu","VA","loss ratio>40%","has irpm","no action"
9499,"2012","Jun","Franca",12444,"auto",1.52,63,"Odeneho","IL","loss ratio>40%","has irpm","no action"
4631,"2015","Aug","Bella",21577,"contents",0.53,57,"Odeneho","IL","loss ratio>40%","has irpm","no action"
1468,"2011","Sep","Mina",21255,"home",1.81,27,"Dedu","IL","loss ratio < 40%","has irpm","add credit"
6814,"2012","Aug","Abbie",13416,"building",1.9,58,"Ayikple","FL","loss ratio>40%","has irpm","no action"
49,"2011","Jul","Emefa",37724,"contents",0.5,55,"Odeneho","MD","loss ratio>40%","has irpm","add credit"
6397,"2012","Feb","Aseda",16656,"building",1.36,11,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
636,"2011","May","Kwasi",44576,"auto",1.51,6,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
5934,"2014","Feb","Abena",36746,"contents",1.12,90,"Odeneho","PA","loss ratio>40%","has irpm","add debit"
3928,"2014","Mar","Bella",19510,"products",0.66,88,"Dedu","WI","loss ratio>40%","has irpm","no action"
4276,"2011","Dec","Ama",18890,"auto",0.72,77,"Dedu","GA","loss ratio>40%","has irpm","no action"
5749,"2013","Apr","Emefa",26396,"auto",1.84,6,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
9173,"2013","Jun","Janice",11316,"contents",0.65,15,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
7294,"2014","Mar","Priscilla",21628,"products",1.43,79,"Ayikple","MD","loss ratio>40%","has irpm","add debit"
980,"2013","Jan","Emefa",47046,"home",0.56,88,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
747,"2012","Aug","Abena",10913,"home",0.84,67,"Ayikple","WI","loss ratio>40%","has irpm","no action"
7860,"2015","Aug","Aseda",45691,"building",1.81,99,"Dedu","TX","loss ratio>40%","has irpm","add debit"
6805,"2012","May","Ben",26521,"home",1.05,19,"Ayikple","FL","loss ratio < 40%","has irpm","add credit"
1374,"2012","Jun","Abena",5571,"home",1.07,98,"Dedu","SC","loss ratio>40%","has irpm","add debit"
2351,"2015","Apr","Bella",3648,"building",0.66,5,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
4899,"2011","Nov","Francis",4710,"auto",1.97,84,"Odeneho","WI","loss ratio>40%","has irpm","add debit"
4907,"2013","Dec","Mina",23378,"home",1.37,72,"Ayikple","GA","loss ratio>40%","has irpm","add debit"
7588,"2013","Feb","David",36446,"contents",1.6,79,"Dedu","KY","loss ratio>40%","has irpm","add debit"
9921,"2011","Dec","Ben",33743,"contents",1.2,68,"Ayikple","NC","loss ratio>40%","has irpm","no action"
10039,"2010","Jun","David",16938,"home",0.72,46,"Odeneho","PA","loss ratio>40%","has irpm","no action"
2706,"2011","Jun","Ekow",34747,"building",1.11,53,"Ayikple","TX","loss ratio>40%","has irpm","no action"
6412,"2015","Aug","Kwasi",36895,"contents",1.14,24,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
9320,"2011","Mar","Kwabena",4006,"building",1.04,98,"Odeneho","VA","loss ratio>40%","has irpm","add debit"
4294,"2015","Oct","Alex",49349,"contents",0.53,96,"Dedu","NJ","loss ratio>40%","has irpm","no action"
9837,"2015","Aug","Bella",11853,"home",1.17,55,"Dedu","MD","loss ratio>40%","has irpm","no action"
7067,"2010","Jun","Franca",37786,"contents",1.53,93,"Odeneho","NC","loss ratio>40%","has irpm","add debit"
7558,"2015","Jan","Janice",19411,"contents",1.82,79,"Dedu","WI","loss ratio>40%","has irpm","add debit"
8562,"2013","May","Abbie",16334,"products",1.09,34,"Ayikple","KY","loss ratio < 40%","has irpm","add credit"
2255,"2011","Feb","Aseda",8118,"products",0.76,27,"Odeneho","VA","loss ratio < 40%","has irpm","add credit"
1707,"2012","Oct","Francis",12688,"building",1.85,81,"Odeneho","GA","loss ratio>40%","has irpm","add debit"
9,"2014","Sep","Kwasi",46588,"building",1.8,99,"Odeneho","TN","loss ratio>40%","has irpm","add debit"
1581,"2011","Aug","Dan",48747,"building",0.53,73,"Dedu","GA","loss ratio>40%","has irpm","no action"
6842,"2012","Nov","Adjoa",46098,"contents",0.98,38,"Ayikple","TX","loss ratio < 40%","has irpm","add credit"
8082,"2013","Jan","David",19908,"auto",1.52,10,"Odeneho","TX","loss ratio < 40%","has irpm","add credit"
7965,"2015","Aug","Dan",9249,"home",0.65,17,"Ayikple","TN","loss ratio < 40%","has irpm","add credit"
1806,"2014","Sep","Ama",2090,"contents",0.89,65,"Odeneho","MD","loss ratio>40%","has irpm","no action"
956,"2011","Oct","Abena",10976,"home",1.97,79,"Dedu","GA","loss ratio>40%","has irpm","add debit"
8715,"2014","May","Aseda",20486,"auto",0.6,42,"Odeneho","NJ","loss ratio>40%","has irpm","no action"
3056,"2014","Apr","Francis",47696,"products",0.7,12,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
8935,"2012","Nov","Mina",32986,"products",1.39,19,"Dedu","IL","loss ratio < 40%","has irpm","add credit"
6456,"2010","Oct","Janice",19533,"home",1.07,40,"Ayikple","KY","loss ratio < 40%","has irpm","add credit"
7934,"2011","Feb","Emefa",39035,"contents",1.57,84,"Odeneho","KY","loss ratio>40%","has irpm","add debit"
8057,"2011","Aug","Ama",30310,"home",1.92,63,"Odeneho","VA","loss ratio>40%","has irpm","no action"
7982,"2013","Dec","Adjoa",17964,"contents",1.62,71,"Ayikple","TX","loss ratio>40%","has irpm","add debit"
6337,"2010","Sep","Kwabena",17923,"contents",1.62,49,"Dedu","GA","loss ratio>40%","has irpm","no action"
995,"2011","Feb","David",29703,"home",0.53,42,"Odeneho","PA","loss ratio>40%","has irpm","no action"
7650,"2015","Feb","Abbie",46409,"products",0.55,90,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
4083,"2010","Sep","Priscilla",28172,"products",0.94,72,"Odeneho","MN","loss ratio>40%","has irpm","no action"
7008,"2011","Jul","Francis",46796,"building",1.88,61,"Dedu","NY","loss ratio>40%","has irpm","no action"
3757,"2010","Sep","Bella",11382,"products",1.92,27,"Odeneho","TX","loss ratio < 40%","has irpm","add credit"
905,"2015","Oct","Abbie",39638,"building",1.83,42,"Dedu","IL","loss ratio>40%","has irpm","no action"
8546,"2013","Apr","Janice",33300,"products",2,72,"Ayikple","KY","loss ratio>40%","has irpm","add debit"
7407,"2011","Aug","Francis",48907,"products",0.91,76,"Ayikple","VA","loss ratio>40%","has irpm","no action"
4579,"2012","Apr","Alex",22452,"contents",1.72,8,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
3914,"2015","Oct","Alex",32639,"contents",1,91,"Ayikple","KY","loss ratio>40%","has no irpm","no action"
7362,"2014","Jun","Kwasi",7940,"home",1.14,32,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
10426,"2011","Apr","Bella",22835,"auto",1.74,55,"Dedu","WI","loss ratio>40%","has irpm","no action"
2752,"2010","Mar","Francis",36777,"auto",0.5,90,"Odeneho","IL","loss ratio>40%","has irpm","add credit"
7774,"2013","Dec","Ben",37908,"home",1.03,3,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
4380,"2010","Jan","Kwabena",5604,"home",0.67,97,"Odeneho","VA","loss ratio>40%","has irpm","no action"
1131,"2013","Jun","Kwabena",29925,"building",1.27,99,"Ayikple","SC","loss ratio>40%","has irpm","add debit"
1733,"2014","Oct","Dan",45478,"auto",1.9,43,"Odeneho","KY","loss ratio>40%","has irpm","no action"
6662,"2012","Mar","Abbie",31595,"contents",1,71,"Odeneho","PA","loss ratio>40%","has no irpm","no action"
6947,"2010","Feb","Abbie",3775,"building",1.14,63,"Odeneho","VA","loss ratio>40%","has irpm","no action"
9939,"2015","May","Adjoa",41245,"auto",1.71,25,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
319,"2013","Oct","Janice",25457,"products",0.91,39,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
4231,"2012","Mar","Aseda",11688,"auto",0.86,38,"Dedu","SC","loss ratio < 40%","has irpm","add credit"
8162,"2015","Feb","Emefa",38019,"auto",0.75,91,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
4095,"2014","Nov","Kwabena",34725,"auto",0.5,27,"Dedu","TX","loss ratio < 40%","has irpm","add credit"
8494,"2014","Apr","Ama",23626,"home",1.86,99,"Dedu","PA","loss ratio>40%","has irpm","add debit"
2484,"2011","Jun","Bella",20586,"contents",0.81,5,"Ayikple","FL","loss ratio < 40%","has irpm","add credit"
563,"2010","Jul","Abbie",43230,"contents",0.87,23,"Dedu","NC","loss ratio < 40%","has irpm","add credit"
902,"2012","Jan","Kwasi",26168,"auto",0.66,64,"Dedu","VA","loss ratio>40%","has irpm","no action"
2568,"2015","Aug","Ben",18881,"building",0.94,81,"Dedu","GA","loss ratio>40%","has irpm","no action"
9085,"2011","Mar","Ben",49662,"building",1.81,70,"Dedu","MN","loss ratio>40%","has irpm","no action"
1669,"2011","Mar","Francis",17201,"building",1.77,51,"Dedu","NJ","loss ratio>40%","has irpm","no action"
128,"2013","Sep","Bella",3307,"auto",1.22,63,"Dedu","MD","loss ratio>40%","has irpm","no action"
2174,"2010","Feb","Ekow",35089,"contents",1.33,79,"Dedu","SC","loss ratio>40%","has irpm","add debit"
548,"2011","Jan","Francis",11874,"products",1.32,81,"Ayikple","MN","loss ratio>40%","has irpm","add debit"
1760,"2010","Mar","Abbie",44466,"products",1.77,31,"Ayikple","KY","loss ratio < 40%","has irpm","add credit"
988,"2011","May","Alex",7003,"auto",1.77,44,"Ayikple","NC","loss ratio>40%","has irpm","no action"
2595,"2012","Jun","Emefa",31421,"home",0.52,78,"Odeneho","SC","loss ratio>40%","has irpm","no action"
984,"2012","Jun","Janice",29140,"auto",1.87,55,"Dedu","TX","loss ratio>40%","has irpm","no action"
3981,"2014","Jan","Kwabena",18482,"home",0.76,6,"Dedu","SC","loss ratio < 40%","has irpm","add credit"
3803,"2015","Jun","Ben",6780,"home",0.77,59,"Odeneho","NJ","loss ratio>40%","has irpm","no action"
8681,"2011","Jan","Priscilla",11119,"building",1.3,10,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
6620,"2011","Sep","Ekow",26306,"contents",1.4,6,"Ayikple","TX","loss ratio < 40%","has irpm","add credit"
4384,"2011","Mar","Bella",12327,"building",0.98,32,"Odeneho","TX","loss ratio < 40%","has irpm","add credit"
9662,"2013","Sep","Kwabena",40230,"contents",0.78,50,"Ayikple","MD","loss ratio>40%","has irpm","no action"
1267,"2014","Feb","Aseda",45284,"auto",0.83,38,"Ayikple","TN","loss ratio < 40%","has irpm","add credit"
4675,"2015","Aug","Ama",14317,"auto",1.83,5,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
6348,"2011","Dec","Adjoa",15367,"home",1.05,82,"Dedu","FL","loss ratio>40%","has irpm","add debit"
5710,"2010","Dec","Kwabena",33313,"products",1,48,"Odeneho","MN","loss ratio>40%","has no irpm","no action"
3097,"2010","May","Alex",9531,"auto",1.2,47,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
7592,"2015","Feb","Emefa",24215,"home",1.02,85,"Ayikple","GA","loss ratio>40%","has irpm","add debit"
1160,"2010","Mar","Ama",32601,"home",0.86,15,"Ayikple","NJ","loss ratio < 40%","has irpm","add credit"
9154,"2010","Sep","Janice",14487,"contents",1.75,68,"Dedu","TN","loss ratio>40%","has irpm","no action"
2769,"2011","Apr","Bella",12105,"contents",1.2,75,"Odeneho","VA","loss ratio>40%","has irpm","add debit"
5559,"2010","May","Emefa",22813,"auto",0.99,91,"Odeneho","KY","loss ratio>40%","has irpm","no action"
8837,"2011","Nov","Adjoa",46155,"products",1.47,16,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
7694,"2012","Oct","Franca",13542,"building",1.38,50,"Odeneho","GA","loss ratio>40%","has irpm","no action"
8179,"2010","Jul","Kwasi",10923,"contents",1.66,30,"Dedu","TX","loss ratio < 40%","has irpm","add credit"
7304,"2014","Oct","Ekow",7747,"home",1.27,65,"Dedu","NJ","loss ratio>40%","has irpm","no action"
2554,"2014","Jun","Ekow",34613,"auto",1.38,19,"Ayikple","KY","loss ratio < 40%","has irpm","add credit"
4338,"2012","Dec","Abena",39484,"building",1.79,79,"Ayikple","FL","loss ratio>40%","has irpm","add debit"
6679,"2012","May","Kwabena",48044,"home",1.75,16,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
3326,"2012","Jun","Ama",5245,"products",1.26,14,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
9149,"2011","Jan","Kwabena",46319,"contents",0.99,69,"Ayikple","WI","loss ratio>40%","has irpm","no action"
8228,"2014","Dec","Ama",48160,"home",0.91,6,"Dedu","MD","loss ratio < 40%","has irpm","add credit"
2846,"2012","Nov","Janice",26834,"products",0.86,32,"Ayikple","NJ","loss ratio < 40%","has irpm","add credit"
3106,"2012","Jul","Kwasi",15885,"contents",0.99,16,"Dedu","TX","loss ratio < 40%","has irpm","add credit"
1980,"2014","Mar","Dan",45752,"products",1.32,75,"Odeneho","MN","loss ratio>40%","has irpm","add debit"
6771,"2010","Aug","David",44504,"auto",1.67,78,"Ayikple","GA","loss ratio>40%","has irpm","add debit"
6159,"2012","Feb","Ben",6849,"home",1.79,79,"Odeneho","IL","loss ratio>40%","has irpm","add debit"
5644,"2015","Nov","Ama",7757,"building",1.53,60,"Dedu","SC","loss ratio>40%","has irpm","no action"
4941,"2010","Dec","Ama",20047,"products",1.08,49,"Dedu","MD","loss ratio>40%","has irpm","no action"
1257,"2014","Aug","Ben",3778,"contents",1.6,71,"Ayikple","TN","loss ratio>40%","has irpm","add debit"
447,"2015","Nov","Kwabena",19317,"home",1.75,33,"Ayikple","MN","loss ratio < 40%","has irpm","add credit"
8884,"2010","Apr","Emefa",9567,"auto",1.94,69,"Ayikple","TX","loss ratio>40%","has irpm","no action"
5914,"2010","Dec","Mina",11818,"building",0.96,23,"Ayikple","MN","loss ratio < 40%","has irpm","add credit"
7962,"2015","Feb","Ama",13104,"products",0.81,16,"Dedu","MD","loss ratio < 40%","has irpm","add credit"
7120,"2015","Dec","Bella",45649,"auto",0.98,46,"Ayikple","WI","loss ratio>40%","has irpm","no action"
10235,"2012","Oct","Aseda",25093,"building",1.58,27,"Odeneho","TN","loss ratio < 40%","has irpm","add credit"
4414,"2014","Aug","Abena",6161,"contents",1.01,80,"Ayikple","MN","loss ratio>40%","has irpm","add debit"
4286,"2015","Apr","Emefa",37149,"building",1.52,82,"Odeneho","TN","loss ratio>40%","has irpm","add debit"
8458,"2012","Sep","Ben",49652,"building",0.75,34,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
1683,"2010","Sep","Emefa",33520,"auto",0.65,80,"Dedu","FL","loss ratio>40%","has irpm","no action"
9963,"2011","Jul","David",17670,"products",1.59,85,"Dedu","PA","loss ratio>40%","has irpm","add debit"
5649,"2014","Nov","Abena",22656,"building",0.66,18,"Ayikple","NC","loss ratio < 40%","has irpm","add credit"
2640,"2010","Jun","Franca",46617,"products",1.84,50,"Dedu","NY","loss ratio>40%","has irpm","no action"
3112,"2010","Dec","Janice",27949,"auto",0.86,57,"Odeneho","IL","loss ratio>40%","has irpm","no action"
3971,"2015","May","Alex",28252,"building",1.68,58,"Dedu","MD","loss ratio>40%","has irpm","no action"
7709,"2015","Oct","Bella",46019,"building",0.84,83,"Ayikple","KY","loss ratio>40%","has irpm","no action"
91,"2015","Apr","Janice",4123,"contents",1.82,11,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
4715,"2015","May","Ben",30359,"building",1.19,70,"Ayikple","MD","loss ratio>40%","has irpm","add debit"
5810,"2012","Jan","Janice",44323,"building",1.5,34,"Dedu","PA","loss ratio < 40%","has irpm","add credit"
6512,"2014","Jan","Bella",25518,"products",1.25,22,"Ayikple","NJ","loss ratio < 40%","has irpm","add credit"
10206,"2012","Aug","Ben",44959,"building",0.66,8,"Dedu","TX","loss ratio < 40%","has irpm","add credit"
7660,"2010","Aug","Ben",49914,"building",0.89,64,"Odeneho","FL","loss ratio>40%","has irpm","no action"
2683,"2013","Jul","Dan",31157,"building",1.85,87,"Ayikple","IL","loss ratio>40%","has irpm","add debit"
4005,"2012","Jun","Janice",20140,"contents",1.52,58,"Ayikple","MD","loss ratio>40%","has irpm","no action"
965,"2010","Jan","Janice",41974,"contents",1.36,4,"Ayikple","PA","loss ratio < 40%","has irpm","add credit"
7839,"2010","Aug","Emefa",20420,"building",1.21,2,"Ayikple","WI","loss ratio < 40%","has irpm","add credit"
8573,"2012","Oct","Dan",24513,"contents",0.72,46,"Odeneho","VA","loss ratio>40%","has irpm","no action"
4968,"2014","Sep","Kwasi",28217,"products",1.23,44,"Odeneho","KY","loss ratio>40%","has irpm","no action"
1311,"2011","Jan","Alex",12778,"contents",1.31,35,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
